,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
1197,42000000,['comedy'],227159,en,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",82.185281,"['new_line_cinema', 'benderspink', 'ratpac_entertainment']",['us'],2014-11-26,107670357,108.0,['en'],Horrible Bosses 2,6.1
1198,40000000,"['animation', 'comedy', 'adventure', 'family', 'science_fiction']",68179,en,Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,18.14218,"['rainmaker_entertainment', 'mainframe_entertainment', 'weinstein_company,_the']","['ca', 'us']",2013-02-14,74597643,89.0,['en'],Escape from Planet Earth,5.7
1199,40000000,"['action', 'adventure', 'drama', 'thriller']",1579,en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",41.570047,"['icon_productions', 'icon_entertainment_international', 'touchstone_pictures']",['us'],2006-12-07,120175290,139.0,['en'],Apocalypto,7.3
1200,40000000,"['action', 'adventure', 'thriller']",708,en,The Living Daylights,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,23.331459,"['united_artists', 'eon_productions']","['gb', 'us']",1987-06-29,191185897,130.0,"['en', 'ar', 'fr', 'de', 'ru', 'cs', 'sk']",The Living Daylights,6.2
1201,40000000,"['action', 'science_fiction', 'adventure', 'thriller']",34851,en,Predators,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.",47.649554,"['twentieth_century_fox_film_corporation', 'davis_entertainment', 'dune_entertainment_iii', 'troublemaker_studios']",['us'],2010-07-03,126248813,107.0,"['en', 'es', 'ru']",Predators,6.0
1202,0,"['comedy', 'crime', 'drama', 'romance', 'thriller']",9930,en,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",7.519433,"['universal_pictures', 'mirage_enterprises', 'northern_lights_entertainment']",['us'],1986-06-18,0,116.0,['en'],Legal Eagles,5.8
1203,40000000,"['thriller', 'mystery']",1586,en,Secret Window,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",32.908414,"['columbia_pictures_corporation', 'pariah_entertainment_group', 'grand_slam_productions', ""mel's_cite_du_cinema""]",['us'],2004-03-12,92913171,96.0,['en'],Secret Window,6.4
1204,40000000,"['romance', 'drama', 'mystery']",2044,en,The Lake House,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",29.88736,"['village_roadshow_pictures', 'vertigo_entertainment', 'sound_for_film', 'warner_bros.']",['us'],2006-06-16,114830111,99.0,['en'],The Lake House,6.5
1205,43000000,"['drama', 'horror', 'mystery', 'thriller']",9913,en,The Skeleton Key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,29.105407,"['universal_pictures', 'mfpv_film', 'double_feature_films', 'shadowcatcher_entertainment', 'daniel_bobker_productions', 'brick_dust_productions_llc']","['de', 'us']",2005-07-29,91974818,104.0,['en'],The Skeleton Key,6.4
1206,0,"['fantasy', 'drama', 'comedy', 'family']",71864,en,The Odd Life of Timothy Green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",16.394452,['walt_disney_pictures'],['us'],2012-08-15,51854875,105.0,"['en', 'es']",The Odd Life of Timothy Green,6.5
1207,40000000,"['comedy', 'romance']",10761,en,Made of Honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",19.574774,"['columbia_pictures', 'original_film']","['gb', 'us']",2008-05-02,84601681,101.0,"['en', 'fr', 'ru']",Made of Honor,6.0
1208,40000000,"['music', 'drama']",209451,en,Jersey Boys,"From director Clint Eastwood comes the big-screen version of the Tony Award-winning musical Jersey Boys. The film tells the story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs that influenced a generation, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Rag Doll,” and many more.",14.199933,['warner_bros.'],['us'],2014-06-05,67347013,134.0,['en'],Jersey Boys,6.8
1209,40000000,"['drama', 'crime', 'thriller']",11975,en,The Rainmaker,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",12.229516,"['paramount_pictures', 'constellation_entertainment']",['us'],1997-11-18,45916769,135.0,['en'],The Rainmaker,6.7
1210,40000000,"['horror', 'thriller']",4970,en,Gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",27.303608,"['columbia_pictures_corporation', 'dark_castle_entertainment', 'warner_bros.']",['us'],2003-11-21,141591324,98.0,['en'],Gothika,5.8
1211,36000000,"['drama', 'history', 'mystery']",11831,en,Amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",3.698276,['dreamworks_skg'],['us'],1997-12-03,74000000,155.0,"['en', 'es']",Amistad,6.8
1212,40000000,['adventure'],9096,en,Medicine Man,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.",7.021871,"['hollywood_pictures', 'cinergi_pictures_entertainment']",['us'],1992-02-07,0,106.0,['en'],Medicine Man,5.8
1213,40000000,"['fantasy', 'action', 'science_fiction', 'thriller', 'horror']",440,en,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",39.381913,"['twentieth_century_fox_film_corporation', 'dune_entertainment', 'davis_entertainment', 'brandywine_productions']",['us'],2007-12-25,41797066,94.0,['en'],Aliens vs Predator: Requiem,4.9
1214,40000000,"['comedy', 'family']",11011,en,Ri¢hie Ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",14.398356,"['davis_entertainment', 'silver_pictures', 'warner_bros.']",['us'],1994-12-19,0,95.0,"['en', 'la']",Ri¢hie Ri¢h,5.4
1215,65000000,"['drama', 'romance']",10641,en,Autumn in New York,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",8.680334,"['lakeshore_entertainment', 'metro-goldwyn-mayer_(mgm)']",['us'],2000-08-11,0,103.0,['en'],Autumn in New York,5.7
1216,40000000,"['comedy', 'music', 'romance']",11172,en,Music and Lyrics,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",17.659032,"['village_roadshow_pictures', 'castle_rock_entertainment', 'reserve_room', 'flower_films_(ii)']",['us'],2007-02-09,145896422,96.0,['en'],Music and Lyrics,6.2
1217,40000000,"['adventure', 'comedy', 'science_fiction']",39513,en,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",43.151268,"['universal_pictures', 'big_talk_productions', 'relativity_media', 'working_title_films']","['us', 'gb']",2011-02-14,97552050,104.0,['en'],Paul,6.5
1218,40000000,['comedy'],82687,en,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,15.283444,"['paramount_pictures', 'skydance_productions']",['us'],2012-12-19,41863726,95.0,['en'],The Guilt Trip,5.4
1219,40000000,"['horror', 'mystery']",41446,en,Scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",35.21926,['dimension_films'],['us'],2011-04-11,97138686,111.0,['en'],Scream 4,6.1
